participant-id,age,gender,ethnicity,residence-country,longest-residence-country,income,education,attribute,work-time-seconds,interest-in-automobiles,owns-car
8423,68,male,asian,JP,JP,12,5,luxurious,,3,1
8424,47,female,asian,JP,JP,8,5,luxurious,,1,1
8425,51,male,asian,JP,JP,8,5,luxurious,,4,1
8426,54,male,asian,JP,JP,2,3,luxurious,,2,1
8427,52,female,asian,JP,JP,1,2,luxurious,,4,2
8428,52,male,asian,JP,JP,5,3,luxurious,,2,1
8429,64,male,asian,JP,JP,4,5,luxurious,,3,2
8430,38,female,asian,JP,JP,1,5,luxurious,,3,2
8431,26,female,asian,JP,JP,2,4,luxurious,,5,1
8432,62,female,asian,JP,JP,2,4,luxurious,,2,1
8433,66,male,asian,JP,JP,12,2,luxurious,,2,2
8434,69,male,asian,JP,JP,5,1,luxurious,,2,1
8435,50,female,asian,JP,JP,12,4,luxurious,,2,2
8436,44,male,asian,JP,JP,6,2,luxurious,,1,1
8437,79,male,asian,JP,JP,2,5,luxurious,,1,1
8438,66,male,asian,JP,JP,3,5,luxurious,,3,1
8439,48,female,asian,JP,JP,1,5,luxurious,,3,2
8440,26,female,asian,JP,JP,5,5,luxurious,,2,2
8441,67,male,asian,JP,JP,5,5,luxurious,,2,1
8442,49,male,asian,JP,JP,12,2,luxurious,,5,2
8443,65,female,white,JP,JP,1,4,luxurious,,2,2
8444,62,male,asian,JP,JP,1,2,luxurious,,1,1
8445,59,female,asian,JP,JP,1,2,luxurious,,5,1
8446,55,female,asian,JP,JP,2,4,luxurious,,3,1
8447,68,male,asian,JP,JP,3,5,luxurious,,3,1
8448,33,female,asian,JP,JP,1,2,luxurious,,2,1
8449,54,male,asian,JP,JP,6,5,luxurious,,2,1
8450,28,female,asian,JP,JP,4,5,luxurious,,2,1
8451,68,male,asian,JP,JP,2,5,luxurious,,2,1
8452,51,female,asian,JP,JP,1,5,luxurious,,4,2
8453,33,male,asian,JP,JP,1,2,luxurious,,4,2
8454,81,female,asian,JP,JP,2,5,luxurious,,2,1
8455,57,male,asian,JP,JP,7,5,luxurious,,2,1
8456,74,female,asian,JP,JP,1,4,luxurious,,5,1
8457,74,male,asian,JP,JP,2,5,luxurious,,2,1
8458,34,female,white,JP,JP,12,1,luxurious,,5,2
8459,31,male,asian,JP,JP,3,4,luxurious,,5,1
8460,34,male,asian,JP,JP,5,2,luxurious,,5,2
8461,56,male,asian,JP,JP,3,3,luxurious,,5,2
8462,37,male,other,JP,JP,12,4,luxurious,,3,1
8463,50,female,asian,JP,JP,4,4,luxurious,,5,2
8464,34,male,asian,JP,JP,4,3,luxurious,,3,2
8465,24,female,asian,JP,JP,3,5,luxurious,,5,2
8466,71,male,asian,JP,JP,2,5,luxurious,,4,2
8467,55,male,asian,JP,JP,2,2,luxurious,,2,1
8468,54,male,asian,JP,JP,4,2,luxurious,,1,1
8469,57,female,asian,JP,JP,1,2,luxurious,,5,1
8470,47,male,asian,JP,JP,6,5,luxurious,,5,2
8471,74,male,asian,JP,JP,7,5,luxurious,,2,1
8472,48,female,asian,JP,JP,7,5,luxurious,,5,2
8473,42,male,asian,JP,JP,6,2,luxurious,,2,1
8474,63,male,asian,JP,JP,1,5,luxurious,,1,1
8475,42,female,asian,JP,JP,1,3,luxurious,,2,1
8476,35,female,asian,JP,JP,2,5,luxurious,,2,1
8477,38,female,asian,JP,JP,2,3,luxurious,,2,1
8478,56,male,asian,JP,JP,4,2,luxurious,,1,1
8479,44,male,asian,JP,JP,2,2,luxurious,,1,1
8480,60,female,asian,JP,JP,1,4,luxurious,,2,2
8481,35,male,asian,JP,JP,1,2,luxurious,,5,2
8482,37,female,white,JP,JP,2,5,luxurious,,5,3
8483,54,male,asian,JP,JP,2,2,luxurious,,1,1
8484,47,male,asian,JP,JP,6,3,luxurious,,3,1
8485,53,female,asian,JP,JP,4,5,luxurious,,3,2
8486,56,male,asian,JP,JP,4,3,luxurious,,2,1
8487,51,male,asian,JP,JP,4,2,luxurious,,5,2
8488,57,male,asian,JP,JP,8,5,luxurious,,5,1
8489,38,female,asian,JP,JP,1,2,luxurious,,3,1
8490,60,male,asian,JP,JP,2,5,luxurious,,1,1
8491,49,male,asian,JP,JP,1,2,luxurious,,4,2
8492,53,male,asian,JP,JP,2,1,luxurious,,1,1
8493,77,male,asian,JP,JP,2,2,luxurious,,2,1
8494,44,female,asian,JP,JP,2,5,luxurious,,5,2
8495,58,male,asian,JP,JP,4,5,luxurious,,4,2
8496,81,male,asian,JP,JP,6,5,luxurious,,2,1
8497,53,male,asian,JP,JP,5,3,luxurious,,1,1
8498,47,male,asian,JP,JP,12,7,luxurious,,5,1
8499,30,female,asian,JP,JP,12,5,luxurious,,3,2
8500,61,female,asian,JP,JP,2,5,luxurious,,4,2
8501,27,female,asian,JP,JP,3,5,luxurious,,5,2
8502,77,male,asian,JP,JP,3,5,luxurious,,3,1
8503,57,male,asian,JP,JP,4,2,luxurious,,2,1
8504,50,male,asian,JP,JP,8,5,luxurious,,3,2
8505,55,female,asian,JP,JP,1,2,luxurious,,3,2
8506,47,female,asian,JP,JP,1,3,luxurious,,5,2
8507,47,male,asian,JP,JP,7,5,luxurious,,2,1
8508,66,male,asian,JP,JP,4,5,luxurious,,1,1
8509,55,male,asian,JP,JP,1,5,luxurious,,5,1
8510,52,male,asian,JP,JP,5,5,luxurious,,4,1
8511,62,male,asian,JP,JP,1,3,luxurious,,1,1
8512,34,male,asian,JP,JP,1,2,luxurious,,2,2
8513,40,female,asian,JP,JP,1,5,luxurious,,3,2
8514,38,male,asian,JP,JP,3,5,luxurious,,2,2
8515,48,male,asian,JP,JP,10,5,luxurious,,2,1
8516,53,male,asian,JP,JP,7,2,luxurious,,3,1
8517,38,female,asian,JP,JP,4,5,luxurious,,4,1
8518,25,female,white,JP,JP,4,5,luxurious,,2,2
8519,59,male,asian,JP,JP,5,4,luxurious,,2,1
8520,41,female,asian,JP,JP,1,5,luxurious,,4,2
8521,69,female,asian,JP,JP,12,5,luxurious,,3,1
8522,55,female,asian,JP,JP,1,5,luxurious,,4,1
8523,59,female,asian,JP,JP,1,4,luxurious,,4,2
8524,47,female,asian,JP,JP,1,2,luxurious,,5,2
8525,81,male,white,JP,JP,2,2,luxurious,,2,1
8526,76,male,asian,JP,JP,12,5,luxurious,,2,1
8527,44,male,asian,JP,JP,4,3,luxurious,,4,1
8528,56,male,asian,JP,JP,6,4,luxurious,,2,1
8529,52,female,asian,JP,JP,12,4,luxurious,,3,1
8530,48,male,asian,JP,JP,6,5,luxurious,,2,1
8531,55,female,asian,JP,JP,5,4,luxurious,,3,1
8532,51,female,asian,JP,JP,1,5,luxurious,,1,1
8533,45,male,asian,JP,JP,7,3,luxurious,,3,1
8534,52,female,asian,JP,JP,7,5,luxurious,,4,1
8535,44,male,asian,JP,JP,12,5,luxurious,,5,2
8536,58,male,asian,JP,JP,9,5,luxurious,,5,2
8537,68,male,asian,JP,JP,2,2,luxurious,,3,1
8538,67,female,asian,JP,JP,1,4,luxurious,,4,1
8539,55,male,asian,JP,JP,9,5,luxurious,,3,1
8540,52,male,asian,JP,JP,2,1,luxurious,,2,1
8541,60,male,asian,JP,JP,3,2,luxurious,,1,1
8542,49,female,asian,JP,JP,1,4,luxurious,,4,2
8543,62,male,asian,JP,JP,9,5,luxurious,,5,2
8544,37,male,asian,JP,JP,4,2,luxurious,,1,1
8545,60,female,asian,JP,JP,3,5,luxurious,,5,2
8546,57,female,asian,JP,JP,5,5,luxurious,,3,2
8547,77,male,asian,JP,JP,5,4,luxurious,,2,1
8548,48,female,asian,JP,JP,3,2,luxurious,,2,1
8549,78,female,asian,JP,JP,1,4,luxurious,,2,2
8550,69,male,asian,JP,JP,3,5,luxurious,,3,1
8551,33,male,asian,JP,JP,3,6,luxurious,,1,1
8552,62,male,asian,JP,JP,4,2,luxurious,,2,1
8553,67,male,asian,JP,JP,5,5,luxurious,,2,1
8554,61,female,other,JP,JP,1,2,luxurious,,4,1
8555,60,male,asian,JP,JP,6,5,luxurious,,2,1
8556,47,male,asian,JP,JP,5,5,luxurious,,3,1
8557,61,male,asian,JP,JP,1,5,luxurious,,2,1
8558,74,male,asian,JP,JP,1,5,luxurious,,2,1
8559,55,male,asian,JP,JP,8,2,luxurious,,1,1
8560,44,female,asian,JP,JP,5,5,luxurious,,3,1
8561,71,male,asian,JP,JP,2,5,luxurious,,2,1
8562,63,male,asian,JP,JP,11,5,luxurious,,1,1
8563,39,female,asian,JP,JP,3,2,luxurious,,5,1
8564,72,male,asian,JP,JP,3,5,luxurious,,2,1
8565,52,female,asian,JP,JP,1,3,luxurious,,3,1
8566,67,female,asian,JP,JP,1,2,luxurious,,5,2
8567,64,male,asian,JP,JP,5,5,luxurious,,3,1
8568,64,male,asian,JP,JP,5,5,luxurious,,1,1
8569,36,male,asian,JP,JP,4,5,luxurious,,1,1
8570,62,female,asian,JP,JP,1,3,luxurious,,3,1
8571,31,female,asian,JP,JP,4,2,luxurious,,2,2
8572,23,female,asian,JP,JP,12,2,luxurious,,2,2
8573,69,male,asian,JP,JP,3,5,luxurious,,2,1
8574,40,female,asian,JP,JP,1,5,luxurious,,5,2
8575,36,male,asian,JP,JP,2,5,luxurious,,4,1
8576,62,female,asian,JP,JP,3,2,luxurious,,2,1
8577,77,male,asian,JP,JP,1,2,luxurious,,1,1
8578,75,male,asian,JP,JP,10,4,luxurious,,5,1
8579,46,male,asian,JP,JP,4,5,luxurious,,1,1
8580,57,male,asian,JP,JP,9,6,luxurious,,2,1
8581,56,male,asian,JP,JP,1,3,luxurious,,4,2
8582,40,female,asian,JP,JP,2,4,luxurious,,2,1
8583,36,female,asian,JP,JP,5,2,luxurious,,5,2
8584,44,male,asian,JP,JP,8,6,luxurious,,2,1
8585,64,male,asian,JP,JP,5,5,luxurious,,2,1
8586,36,female,asian,JP,JP,8,5,luxurious,,4,2
8587,27,female,white,JP,JP,12,5,luxurious,,4,2
8588,51,female,asian,JP,JP,8,5,luxurious,,5,2
8589,68,female,other,JP,JP,1,3,luxurious,,4,1
8590,58,male,asian,JP,JP,1,5,luxurious,,3,1
8591,60,male,asian,JP,JP,5,2,luxurious,,1,1
8592,19,male,asian,JP,JP,1,2,luxurious,,5,2
8593,62,male,asian,JP,JP,4,5,luxurious,,2,2
8594,58,male,asian,JP,JP,9,5,luxurious,,4,1
8595,64,male,asian,JP,JP,9,7,luxurious,,3,1
8596,47,male,asian,JP,JP,9,7,luxurious,,2,1
8597,55,female,asian,JP,JP,1,4,luxurious,,5,2
8598,75,male,other,JP,JP,12,3,luxurious,,3,1
8599,45,female,asian,JP,JP,1,2,luxurious,,1,1
8600,63,male,asian,JP,JP,2,2,luxurious,,2,1
8601,61,male,asian,JP,JP,4,2,luxurious,,1,1
8602,39,male,asian,JP,JP,4,5,luxurious,,2,1
8603,62,female,white,JP,JP,1,4,luxurious,,5,2
8604,54,female,asian,JP,JP,1,2,luxurious,,5,1
8605,42,female,asian,JP,JP,1,5,luxurious,,2,1
8606,75,female,prefer not to answer,JP,JP,12,2,luxurious,,4,1
8607,40,female,asian,JP,JP,2,2,luxurious,,5,2
8608,58,female,asian,JP,JP,1,5,luxurious,,4,2
8609,33,male,asian,JP,JP,5,5,luxurious,,2,1
8610,62,male,asian,JP,JP,4,5,luxurious,,1,1
8611,85,male,asian,JP,JP,3,5,luxurious,,3,1
8612,75,male,asian,JP,JP,3,3,luxurious,,2,1
8613,66,male,asian,JP,JP,3,5,luxurious,,2,1
8614,40,male,asian,JP,JP,4,5,luxurious,,5,1
8615,65,male,asian,JP,JP,1,5,luxurious,,1,1
8616,52,female,asian,JP,JP,5,4,luxurious,,2,2
8617,57,female,asian,JP,JP,6,2,luxurious,,4,2
8618,72,male,asian,JP,JP,2,1,luxurious,,1,1
8619,45,male,asian,JP,JP,1,5,luxurious,,2,2
8620,50,female,asian,JP,JP,1,2,luxurious,,5,1
8621,64,male,asian,JP,JP,5,5,luxurious,,3,1
8622,49,male,asian,JP,JP,3,2,luxurious,,4,1
8623,31,male,asian,JP,JP,5,5,luxurious,,2,1
8624,42,male,asian,JP,JP,4,5,luxurious,,5,2
8625,57,male,white,JP,JP,8,5,luxurious,,2,1
8626,40,female,asian,JP,JP,1,2,luxurious,,5,2
8627,56,male,asian,JP,JP,12,5,luxurious,,1,1
8628,62,male,asian,JP,JP,8,2,luxurious,,3,2
8629,40,male,asian,JP,JP,6,5,luxurious,,2,1
8630,55,male,asian,JP,JP,6,5,luxurious,,3,1
8631,53,male,asian,JP,JP,8,5,luxurious,,4,1
8632,60,male,asian,JP,JP,9,2,luxurious,,2,1
8633,61,female,asian,JP,JP,1,2,luxurious,,4,2
8634,53,female,asian,JP,JP,12,5,luxurious,,5,2
8635,38,male,asian,JP,JP,5,5,luxurious,,2,1
8636,54,male,asian,JP,JP,2,2,luxurious,,2,2
8637,64,male,white,JP,JP,1,5,luxurious,,2,1
8638,77,male,asian,JP,JP,12,5,luxurious,,1,1
8639,70,female,asian,JP,JP,2,2,luxurious,,2,1
8640,55,female,asian,JP,JP,1,2,luxurious,,4,2
8641,53,male,asian,JP,JP,3,5,luxurious,,1,1
8642,80,male,asian,JP,JP,4,6,luxurious,,5,1
8643,76,male,asian,JP,JP,12,5,luxurious,,3,1
8644,40,female,asian,JP,JP,1,2,luxurious,,5,2
8645,29,male,asian,JP,JP,1,5,luxurious,,2,1
8646,43,female,asian,JP,JP,5,4,luxurious,,5,2
8647,54,female,asian,JP,JP,1,5,luxurious,,1,1
8648,62,male,asian,JP,JP,9,5,luxurious,,1,1
8649,54,male,asian,JP,JP,4,2,luxurious,,2,1
8650,43,female,asian,JP,JP,1,5,luxurious,,3,1
8651,31,female,asian,JP,JP,3,5,luxurious,,1,1
8652,35,female,asian,JP,JP,1,4,luxurious,,2,2
8653,34,female,asian,JP,JP,1,5,luxurious,,5,2
8654,43,male,asian,JP,JP,5,5,luxurious,,5,2
8655,48,male,asian,JP,JP,12,9,luxurious,,5,2
8656,66,female,asian,JP,JP,2,5,luxurious,,3,1
8657,40,female,asian,JP,JP,2,4,luxurious,,5,2
8658,69,male,asian,JP,JP,5,2,luxurious,,2,1
8659,36,female,asian,JP,JP,12,2,luxurious,,3,2
8660,60,female,asian,JP,JP,1,4,luxurious,,4,2
8661,55,male,asian,JP,JP,3,5,luxurious,,2,1
8662,58,female,asian,JP,JP,1,5,luxurious,,2,1
8663,66,male,asian,JP,JP,2,5,luxurious,,2,1
8664,66,male,asian,JP,JP,1,5,luxurious,,2,1
8665,69,female,asian,JP,JP,1,3,luxurious,,4,2
8666,53,male,asian,JP,JP,4,5,luxurious,,4,2
8667,59,male,asian,JP,JP,8,5,luxurious,,2,1
8668,57,female,asian,JP,JP,3,4,luxurious,,5,2
8669,67,male,asian,JP,JP,5,5,luxurious,,4,1
8670,54,male,asian,JP,JP,6,5,luxurious,,1,1
8671,51,male,asian,JP,JP,3,5,luxurious,,3,2
8672,68,male,asian,JP,JP,4,5,luxurious,,3,1
8673,47,male,asian,JP,JP,6,5,luxurious,,1,1
8674,50,male,asian,JP,JP,2,3,luxurious,,2,1
8675,38,male,asian,JP,JP,8,5,luxurious,,2,1
8676,62,male,asian,JP,JP,5,2,luxurious,,2,1
8677,39,female,asian,JP,JP,12,5,luxurious,,5,2
8678,65,female,asian,JP,JP,1,2,luxurious,,5,2
8679,59,male,asian,JP,JP,9,5,luxurious,,2,1
8680,49,female,asian,JP,JP,2,3,luxurious,,4,1
8681,56,female,asian,JP,JP,2,2,luxurious,,5,1
8682,51,female,asian,JP,JP,1,5,luxurious,,4,2
8683,47,male,asian,JP,JP,3,5,luxurious,,1,1
8684,56,male,asian,JP,JP,5,3,luxurious,,2,1
8685,60,female,asian,JP,JP,1,5,luxurious,,3,2
8686,49,male,asian,JP,JP,8,5,luxurious,,3,2
8687,31,male,asian,JP,JP,4,5,luxurious,,2,2
8688,62,male,asian,JP,JP,2,5,luxurious,,2,1
8689,53,female,asian,JP,JP,1,2,luxurious,,3,1
8690,68,male,asian,JP,JP,2,5,luxurious,,1,1
8691,53,male,asian,JP,JP,9,6,luxurious,,2,2
8692,76,female,asian,JP,JP,1,2,luxurious,,5,2
8693,64,male,asian,JP,JP,12,2,luxurious,,2,1
8694,53,male,asian,JP,JP,1,2,luxurious,,4,1
8695,68,male,asian,JP,JP,2,5,luxurious,,1,1
8696,49,female,asian,JP,JP,2,2,luxurious,,5,2
8697,48,female,asian,JP,JP,1,8,luxurious,,4,3
8698,56,female,asian,JP,JP,1,4,luxurious,,2,1
8699,53,male,asian,JP,JP,3,5,luxurious,,2,1
8700,57,female,white,JP,JP,1,4,luxurious,,3,1
8701,55,male,asian,JP,JP,5,5,luxurious,,2,1
8702,45,male,asian,JP,JP,6,5,luxurious,,2,1
8703,57,male,asian,JP,JP,8,6,luxurious,,2,1
8704,45,female,asian,JP,JP,1,4,luxurious,,5,3
8705,50,female,asian,JP,JP,1,6,luxurious,,1,1
8706,47,male,asian,JP,JP,2,2,luxurious,,2,2
8707,43,male,asian,JP,JP,4,3,luxurious,,2,1
8708,54,female,asian,JP,JP,1,5,luxurious,,2,1
8709,,male,asian,JP,JP,12,9,luxurious,,5,2
8710,62,female,asian,JP,JP,2,5,luxurious,,2,1
8711,40,male,asian,JP,JP,4,3,luxurious,,1,1
8712,76,female,asian,JP,JP,1,2,luxurious,,3,2
8713,69,female,asian,JP,JP,1,5,luxurious,,2,2
8714,37,female,asian,JP,JP,5,4,luxurious,,4,2
8715,61,male,asian,JP,JP,8,5,luxurious,,1,1
8716,27,female,asian,JP,JP,1,5,luxurious,,5,2
8717,62,male,asian,JP,JP,4,5,luxurious,,1,1
8718,35,female,asian,JP,JP,4,5,luxurious,,5,2
8719,65,female,asian,JP,JP,1,4,luxurious,,2,1
8720,67,female,asian,JP,JP,1,5,luxurious,,2,1
8721,21,female,asian,JP,JP,4,5,luxurious,,2,2
8722,52,female,asian,JP,JP,1,4,luxurious,,3,2
8723,47,female,asian,JP,JP,1,2,luxurious,,4,1
8724,55,female,asian,JP,JP,12,9,luxurious,,4,2
8725,45,female,asian,JP,JP,1,4,luxurious,,5,2
8726,56,female,asian,JP,JP,3,5,luxurious,,5,2
8727,33,female,asian,JP,JP,1,3,luxurious,,3,2
8728,57,female,asian,JP,JP,1,2,luxurious,,2,1
8729,52,male,asian,JP,JP,5,6,luxurious,,3,1
8730,58,male,asian,JP,JP,1,2,luxurious,,2,1
8731,36,male,asian,JP,JP,6,5,luxurious,,1,1
8732,61,male,asian,JP,JP,3,2,luxurious,,2,1
8733,43,male,asian,JP,JP,9,5,luxurious,,2,1
8734,59,female,other,JP,JP,4,2,luxurious,,4,1
8735,54,female,asian,JP,JP,8,5,luxurious,,4,2
8736,85,male,asian,JP,JP,2,5,luxurious,,4,1
8737,78,male,asian,JP,JP,12,3,luxurious,,4,2
8738,69,male,asian,JP,JP,2,3,luxurious,,4,2
8739,46,female,asian,JP,JP,2,4,luxurious,,5,2
8740,48,female,asian,JP,JP,1,5,luxurious,,5,2
8741,45,male,asian,JP,JP,8,5,luxurious,,1,1
8742,49,male,asian,JP,JP,1,2,luxurious,,3,2
8743,66,male,asian,JP,JP,1,5,luxurious,,5,1
8744,64,male,asian,JP,JP,3,5,luxurious,,2,1
8745,59,male,asian,JP,JP,10,5,luxurious,,5,1
8746,41,female,asian,JP,JP,1,5,luxurious,,2,1
8747,65,male,asian,JP,JP,7,5,luxurious,,1,1
8748,53,male,asian,JP,JP,4,5,luxurious,,2,1
8749,43,female,asian,JP,JP,3,2,luxurious,,1,1
8750,60,male,asian,JP,JP,2,2,luxurious,,2,1
8751,71,male,asian,JP,JP,1,2,luxurious,,2,2
8752,53,female,asian,JP,JP,1,5,luxurious,,5,2
8753,63,female,asian,JP,JP,1,4,luxurious,,2,1
8754,58,female,asian,JP,JP,5,3,luxurious,,5,2
8755,,female,black/african american,prefer not to answer,prefer not to answer,5,6,luxurious,,4,3
8756,,male,asian,JP,JP,4,5,luxurious,,3,1
8757,69,male,asian,JP,JP,2,5,luxurious,,2,1
8758,44,female,asian,JP,JP,1,2,luxurious,,3,1
8759,60,male,asian,JP,JP,1,2,luxurious,,3,1
8760,49,female,asian,JP,JP,1,3,luxurious,,5,2
8761,54,female,asian,JP,JP,12,2,luxurious,,1,1
8762,56,male,asian,JP,JP,7,5,luxurious,,2,1
8763,33,male,asian,JP,JP,12,5,luxurious,,1,1
8764,49,female,asian,JP,JP,2,5,luxurious,,5,1
8765,68,male,asian,JP,JP,4,5,luxurious,,2,1
8766,35,male,asian,JP,JP,9,6,luxurious,,3,2
8767,47,female,asian,JP,JP,2,3,luxurious,,4,2
8768,50,female,white,JP,JP,12,2,luxurious,,3,1
8769,50,male,asian,JP,JP,8,5,luxurious,,1,1
8770,42,female,asian,JP,JP,1,5,luxurious,,4,1
8771,75,male,asian,JP,JP,2,2,luxurious,,2,2
8772,50,female,asian,JP,JP,2,4,luxurious,,4,2
8773,75,male,asian,JP,JP,2,3,luxurious,,2,1
8774,73,male,asian,JP,JP,3,5,luxurious,,4,2
8775,63,female,asian,JP,JP,1,5,luxurious,,2,2
8776,38,female,asian,JP,JP,2,2,luxurious,,5,1
8777,54,male,asian,JP,JP,7,5,luxurious,,2,1
8778,42,female,asian,JP,JP,2,5,luxurious,,1,1
8779,68,male,asian,JP,JP,5,5,luxurious,,1,1
8780,36,male,asian,JP,JP,2,2,luxurious,,1,1
8781,38,female,asian,JP,JP,3,5,luxurious,,2,1
8782,69,male,asian,JP,JP,3,5,luxurious,,3,1
8783,51,female,asian,JP,JP,6,4,luxurious,,3,1
8784,59,male,asian,JP,JP,7,2,luxurious,,1,1
8785,51,female,asian,JP,JP,1,4,luxurious,,5,2
8786,69,male,asian,JP,JP,2,5,luxurious,,1,1
8787,49,female,asian,JP,JP,1,3,luxurious,,5,1
8788,56,male,asian,JP,JP,12,5,luxurious,,3,1
8789,42,male,asian,JP,JP,12,2,luxurious,,3,1
8790,55,female,asian,JP,JP,3,3,luxurious,,4,2
8791,58,male,asian,JP,JP,4,5,luxurious,,4,1
8792,56,male,asian,JP,JP,8,5,luxurious,,5,2
8793,47,male,asian,JP,JP,12,2,luxurious,,1,1
8794,37,male,asian,JP,JP,7,2,luxurious,,1,1
8795,70,male,asian,JP,JP,2,5,luxurious,,2,1
8796,45,female,asian,JP,JP,1,4,luxurious,,3,2
8797,35,female,asian,JP,JP,5,5,luxurious,,2,2
8798,60,female,asian,JP,JP,1,4,luxurious,,1,1
8799,56,female,asian,JP,JP,1,4,luxurious,,2,1
8800,76,male,asian,JP,JP,4,5,luxurious,,2,1
8801,64,male,asian,JP,JP,6,2,luxurious,,2,1
8802,61,male,asian,JP,JP,1,5,luxurious,,2,1
8803,48,male,asian,JP,JP,5,5,luxurious,,1,1
8804,39,female,asian,JP,JP,2,3,luxurious,,2,1
8805,67,male,asian,JP,JP,3,2,luxurious,,1,1
8806,60,male,asian,JP,JP,6,5,luxurious,,2,1
8807,45,male,asian,JP,JP,4,2,luxurious,,3,1
8808,66,female,asian,JP,JP,1,2,luxurious,,2,1
8809,53,female,asian,JP,JP,1,4,luxurious,,3,1
8810,31,female,asian,JP,JP,1,5,luxurious,,4,2
8811,65,male,asian,JP,JP,4,2,luxurious,,3,1
8812,53,male,asian,JP,JP,9,6,luxurious,,4,1
8813,63,male,asian,JP,JP,3,3,luxurious,,4,1
8814,45,female,asian,JP,JP,5,5,luxurious,,5,2
8815,30,female,asian,JP,JP,1,2,luxurious,,4,1
8816,53,male,asian,JP,JP,12,4,luxurious,,1,1
8817,58,male,asian,JP,JP,5,5,luxurious,,3,3
8818,72,female,asian,JP,JP,1,2,luxurious,,5,1
8819,64,male,asian,JP,JP,3,5,luxurious,,2,1
8820,41,female,asian,JP,JP,3,5,luxurious,,5,1
8821,54,female,asian,JP,JP,2,3,luxurious,,4,1
8822,29,female,asian,JP,JP,3,5,luxurious,,4,2
8823,38,male,asian,JP,JP,5,5,luxurious,,4,2
8824,52,male,asian,JP,JP,5,5,luxurious,,3,1
8825,76,female,asian,JP,JP,1,5,luxurious,,4,2
8826,40,female,asian,JP,JP,12,9,luxurious,,1,1
8827,69,male,asian,JP,JP,9,5,luxurious,,1,1
8828,58,male,asian,JP,JP,9,5,luxurious,,4,1
8829,64,male,asian,JP,JP,5,5,luxurious,,2,1
8830,63,male,asian,JP,JP,2,5,luxurious,,3,1
8831,75,male,asian,JP,JP,12,5,luxurious,,3,1
8832,53,female,asian,JP,JP,12,3,luxurious,,2,1
8833,46,female,asian,JP,JP,12,5,luxurious,,5,2
8834,49,male,asian,JP,JP,6,5,luxurious,,4,1
8835,47,female,asian,JP,JP,1,5,luxurious,,4,2
8836,43,male,asian,JP,JP,1,3,luxurious,,4,1
8837,64,female,asian,JP,JP,3,5,luxurious,,2,1
8838,71,male,asian,JP,JP,2,2,luxurious,,1,1
8839,69,female,asian,JP,JP,1,4,luxurious,,5,1
8840,72,male,asian,JP,JP,4,5,luxurious,,3,1
8841,57,male,asian,JP,JP,9,5,luxurious,,4,1
8842,79,male,asian,JP,JP,2,2,luxurious,,3,1
8843,32,female,asian,JP,JP,3,3,luxurious,,3,2
8844,50,female,asian,JP,JP,1,5,luxurious,,4,1
8845,44,male,asian,JP,JP,12,5,luxurious,,2,1
8846,63,male,asian,JP,JP,5,5,luxurious,,4,2
8847,57,male,asian,JP,JP,8,5,luxurious,,1,1
8848,76,male,asian,JP,JP,2,2,luxurious,,2,1
8849,76,male,asian,JP,JP,1,5,luxurious,,2,1
8850,72,female,asian,JP,JP,2,5,luxurious,,5,1
8851,49,male,asian,JP,JP,12,4,luxurious,,1,1
8852,58,male,asian,JP,JP,4,5,luxurious,,2,1
8853,38,female,asian,JP,JP,6,5,luxurious,,4,1
8854,46,female,asian,JP,JP,1,5,luxurious,,2,1
8855,54,male,asian,JP,JP,5,5,luxurious,,1,1
8856,61,male,asian,JP,JP,2,5,luxurious,,2,2
8857,39,male,asian,JP,JP,4,3,luxurious,,1,1
8858,84,male,asian,JP,JP,12,5,luxurious,,4,1
8859,47,male,asian,JP,JP,7,5,luxurious,,1,1
8860,44,male,asian,JP,JP,1,5,luxurious,,5,2
8861,42,female,asian,JP,JP,1,5,luxurious,,2,2
8862,67,male,asian,JP,JP,3,6,luxurious,,4,1
8863,34,female,asian,JP,JP,1,5,luxurious,,5,2
8864,60,male,asian,JP,JP,3,5,luxurious,,2,1
8865,61,male,asian,JP,JP,1,1,luxurious,,1,2
8866,72,male,asian,JP,JP,2,2,luxurious,,2,1
8867,62,male,asian,JP,JP,1,2,luxurious,,5,2
8868,37,male,asian,JP,JP,3,5,luxurious,,2,2
8869,37,female,asian,JP,JP,2,5,luxurious,,5,2
8870,39,female,asian,JP,JP,1,5,luxurious,,2,1
8871,57,male,asian,JP,JP,7,5,luxurious,,5,2
8872,56,male,asian,JP,JP,9,6,luxurious,,1,1
8873,60,female,asian,JP,JP,2,4,luxurious,,2,1
8874,33,female,asian,JP,JP,3,5,luxurious,,5,2
8875,50,male,asian,JP,JP,5,5,luxurious,,1,1
8876,50,male,asian,JP,JP,1,4,luxurious,,3,1
8877,49,male,asian,JP,JP,8,6,luxurious,,1,1
8878,56,male,asian,JP,JP,5,3,luxurious,,3,2
8879,50,female,asian,JP,JP,2,2,luxurious,,3,1
8880,74,male,asian,JP,JP,12,5,luxurious,,2,1
8881,30,female,asian,JP,JP,5,5,luxurious,,5,2
8882,62,male,asian,JP,JP,3,5,luxurious,,5,2
8883,64,male,asian,JP,JP,3,5,luxurious,,1,1
8884,57,male,asian,JP,JP,1,2,luxurious,,3,2
8885,55,male,asian,JP,JP,5,5,luxurious,,1,1
8886,75,male,asian,JP,JP,2,2,luxurious,,1,1
